Original Text,NER Tag Pairs,Has Medical Info
"Bolkestein was giving the heavy portfolios of Internal Market and Services and Taxation and Customs in the Prodi Commission , he was installed as European Commissioner , serving from 16 September 1999 until 22 November 2004 and resigned as a Member of the House of Representatives on 21 September 1999 .","[('O','Bolkestein'),('O','was'),('O','giving'),('O','the'),('O','heavy'),('O','portfolios'),('O','of'),('O','Internal'),('O','Market'),('O','and'),('O','Services'),('O','and'),('O','Taxation'),('O','and'),('O','Customs'),('O','in'),('O','the'),('O','Prodi'),('O','Commission'),('O',','),('O','he'),('O','was'),('O','installed'),('O','as'),('O','European'),('O','Commissioner'),('O',','),('O','serving'),('O','from'),('O','16'),('O','September'),('O','1999'),('O','until'),('O','22'),('O','November'),('O','2004'),('O','and'),('O','resigned'),('O','as'),('O','a'),('O','Member'),('O','of'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','on'),('O','21'),('O','September'),('O','1999'),('O','.')]",0
Frederik Bolkestein was born on 4 April 1933 in Amsterdam in the Netherlands . O,"[('O','Frederik'),('O','Bolkestein'),('O','was'),('O','born'),('O','on'),('B-BD','4'),('I-BD','April'),('I-BD','1933'),('O','in'),('O','Amsterdam'),('O','in'),('O','the'),('O','Netherlands'),('O','.')]",0
His father was president of the Court in Amsterdam . O,"[('O','His'),('O','father'),('O','was'),('O','president'),('O','of'),('O','the'),('O','Court'),('O','in'),('O','Amsterdam'),('O','.')]",0
"His grandfather , Gerrit Bolkestein , was Minister of Education , Arts , and Sciences to the Dutch government - in - exile of 1939 to 1945 . O","[('O','His'),('O','grandfather'),('O',','),('O','Gerrit'),('O','Bolkestein'),('O',','),('O','was'),('O','Minister'),('O','of'),('O','Education'),('O',','),('O','Arts'),('O',','),('O','and'),('O','Sciences'),('O','to'),('O','the'),('O','Dutch'),('O','government'),('O','-'),('O','in'),('O','-'),('O','exile'),('O','of'),('O','1939'),('O','to'),('O','1945'),('O','.')]",0
Bolkestein 's mother was born in the Dutch East Indies to Dutch parents . O,"[('O','Bolkestein'),('O',''s'),('O','mother'),('O','was'),('O','born'),('O','in'),('O','the'),('O','Dutch'),('O','East'),('O','Indies'),('O','to'),('O','Dutch'),('O','parents'),('O','.')]",0
"Bolkestein attended the Barlaeus Gymnasium in Amsterdam from 1945 to 1951 , where he majored in both arts and sciences .","[('O','Bolkestein'),('O','attended'),('O','the'),('O','Barlaeus'),('O','Gymnasium'),('O','in'),('O','Amsterdam'),('O','from'),('O','1945'),('O','to'),('O','1951'),('O',','),('O','where'),('O','he'),('O','majored'),('O','in'),('O','both'),('O','arts'),('O','and'),('O','sciences'),('O','.')]",0
"Upon completing his gymnasium education , he was an undergraduate in mathematics at Oregon State College from 1951 to 1953 .","[('O','Upon'),('O','completing'),('O','his'),('O','gymnasium'),('O','education'),('O',','),('O','he'),('O','was'),('O','an'),('O','undergraduate'),('O','in'),('O','mathematics'),('O','at'),('O','Oregon'),('O','State'),('O','College'),('O','from'),('O','1951'),('O','to'),('O','1953'),('O','.')]",0
"Subsequently , he went to the University of Amsterdam , where he received a BSc degree in mathematics and physics in 1955 . O","[('O','Subsequently'),('O',','),('O','he'),('O','went'),('O','to'),('B-ED','the'),('I-ED','University'),('I-ED','of'),('I-ED','Amsterdam'),('O',','),('O','where'),('O','he'),('O','received'),('O','a'),('O','BSc'),('O','degree'),('O','in'),('O','mathematics'),('O','and'),('O','physics'),('O','in'),('O','1955'),('O','.')]",0
"In 1959 , he received a MA degree in philosophy and Greek from the same university . O","[('O','In'),('O','1959'),('O',','),('O','he'),('O','received'),('O','a'),('O','MA'),('O','degree'),('O','in'),('O','philosophy'),('O','and'),('O','Greek'),('O','from'),('O','the'),('O','same'),('O','university'),('O','.')]",0
"Bolkestein subsequently received a BSc degree from The London School of Economics in 1963 , and an LLM degree from Leiden University in 1965 . O","[('O','Bolkestein'),('O','subsequently'),('O','received'),('O','a'),('O','BSc'),('O','degree'),('O','from'),('B-ED','The'),('I-ED','London'),('I-ED','School'),('I-ED','of'),('I-ED','Economics'),('O','in'),('O','1963'),('O',','),('O','and'),('O','an'),('O','LLM'),('O','degree'),('O','from'),('B-ED','Leiden'),('I-ED','University'),('O','in'),('O','1965'),('O','.')]",0
"During his studies in Amsterdam , Bolkestein was editor for the satirical student magazine Propria Cures .","[('O','During'),('O','his'),('O','studies'),('O','in'),('O','Amsterdam'),('O',','),('O','Bolkestein'),('O','was'),('O','editor'),('O','for'),('O','the'),('O','satirical'),('O','student'),('O','magazine'),('O','Propria'),('O','Cures'),('O','.')]",0
He was also a member of the board of the student union ASVA . O,"[('O','He'),('O','was'),('O','also'),('O','a'),('O','member'),('O','of'),('O','the'),('O','board'),('O','of'),('O','the'),('O','student'),('O','union'),('O','ASVA'),('O','.')]",0
"Before entering Dutch politics , Bolkestein worked for the oil company Royal Dutch Shell from 1960 to 1975 .","[('O','Before'),('O','entering'),('O','Dutch'),('O','politics'),('O',','),('O','Bolkestein'),('O','worked'),('O','for'),('O','the'),('O','oil'),('O','company'),('O','Royal'),('O','Dutch'),('O','Shell'),('O','from'),('O','1960'),('O','to'),('O','1975'),('O','.')]",0
"During this period he was assigned to postings in East Africa , Honduras and El Salvador , Indonesia , the United Kingdom , and France .","[('O','During'),('O','this'),('O','period'),('O','he'),('O','was'),('O','assigned'),('O','to'),('O','postings'),('O','in'),('O','East'),('O','Africa'),('O',','),('O','Honduras'),('O','and'),('O','El'),('O','Salvador'),('O',','),('O','Indonesia'),('O',','),('O','the'),('O','United'),('O','Kingdom'),('O',','),('O','and'),('O','France'),('O','.')]",0
"In Paris , he served on the board of the Shell Chimie from 1973 to 1975 .","[('O','In'),('O','Paris'),('O',','),('O','he'),('O','served'),('O','on'),('O','the'),('O','board'),('O','of'),('O','the'),('O','Shell'),('O','Chimie'),('O','from'),('O','1973'),('O','to'),('O','1975'),('O','.')]",0
"During his tenure with Shell , he completed the first part of the economics program at the London School of Economics in 1964 and he also completed a law degree at Leiden University , graduating in 1965 . O","[('O','During'),('O','his'),('O','tenure'),('O','with'),('O','Shell'),('O',','),('O','he'),('O','completed'),('B-SP','the'),('I-SP','first'),('I-SP','part'),('O','of'),('O','the'),('O','economics'),('O','program'),('O','at'),('B-ED','the'),('I-ED','London'),('I-ED','School'),('I-ED','of'),('I-ED','Economics'),('O','in'),('O','1964'),('O','and'),('O','he'),('O','also'),('O','completed'),('O','a'),('O','law'),('O','degree'),('O','at'),('B-ED','Leiden'),('I-ED','University'),('O',','),('O','graduating'),('O','in'),('O','1965'),('O','.')]",0
"In 1976 , Bolkestein wrote an English language play named Floris , Count of Holland , under the anagrammatic pseudonym of Niels Kobet . O","[('O','In'),('O','1976'),('O',','),('O','Bolkestein'),('O','wrote'),('O','an'),('O','English'),('O','language'),('O','play'),('O','named'),('O','Floris'),('O',','),('O','Count'),('O','of'),('O','Holland'),('O',','),('O','under'),('O','the'),('O','anagrammatic'),('O','pseudonym'),('O','of'),('O','Niels'),('O','Kobet'),('O','.')]",0
Bolkestein left Shell in 1976 and became a member of parliament for the VVD .,"[('O','Bolkestein'),('O','left'),('O','Shell'),('O','in'),('O','1976'),('O','and'),('O','became'),('O','a'),('O','member'),('O','of'),('O','parliament'),('O','for'),('O','the'),('O','VVD'),('O','.')]",0
"From 1982–1986 , he served as Minister of International Trade .","[('O','From'),('O','1982–1986'),('O',','),('O','he'),('O','served'),('O','as'),('O','Minister'),('O','of'),('O','International'),('O','Trade'),('O','.')]",0
"After joining the parliament again , he was Minister of Defence from 1988–1989 .","[('O','After'),('O','joining'),('O','the'),('O','parliament'),('O','again'),('O',','),('O','he'),('O','was'),('O','Minister'),('O','of'),('O','Defence'),('O','from'),('O','1988–1989'),('O','.')]",0
"In 1990 , he was elected Leader of the People 's Party for Freedom and Democracy of the VVD , a position he held until 1998 .","[('O','In'),('O','1990'),('O',','),('O','he'),('O','was'),('O','elected'),('O','Leader'),('O','of'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','of'),('O','the'),('O','VVD'),('O',','),('O','a'),('O','position'),('O','he'),('O','held'),('O','until'),('O','1998'),('O','.')]",0
"Between 1978 and 1999 , when he became European Commissioner , he was member of parliament for 17 years .","[('O','Between'),('O','1978'),('O','and'),('O','1999'),('O',','),('O','when'),('O','he'),('O','became'),('O','European'),('O','Commissioner'),('O',','),('O','he'),('O','was'),('O','member'),('O','of'),('O','parliament'),('O','for'),('O','17'),('O','years'),('O','.')]",0
"During the 1990s , he was very successful as the political frontman of the VVD .","[('O','During'),('O','the'),('O','1990s'),('O',','),('O','he'),('O','was'),('O','very'),('O','successful'),('O','as'),('O','the'),('O','political'),('O','frontman'),('O','of'),('O','the'),('O','VVD'),('O','.')]",0
"As an opinion leader , he was known for his daring and controversial positions on such issues as multicultural problems in Dutch society , political dualism between government and parliament , and the structure and expansion of the European Union .","[('O','As'),('O','an'),('O','opinion'),('O','leader'),('O',','),('O','he'),('O','was'),('O','known'),('O','for'),('O','his'),('O','daring'),('O','and'),('O','controversial'),('O','positions'),('O','on'),('O','such'),('O','issues'),('O','as'),('O','multicultural'),('O','problems'),('O','in'),('O','Dutch'),('O','society'),('O',','),('O','political'),('O','dualism'),('O','between'),('O','government'),('O','and'),('O','parliament'),('O',','),('O','and'),('O','the'),('O','structure'),('O','and'),('O','expansion'),('O','of'),('O','the'),('O','European'),('O','Union'),('O','.')]",0
From 1990–1994 he was the parliamentary opposition leader and continued his outspoken and independent style when his party was part of the government from 1994 .,"[('O','From'),('O','1990–1994'),('O','he'),('O','was'),('O','the'),('O','parliamentary'),('O','opposition'),('O','leader'),('O','and'),('O','continued'),('O','his'),('O','outspoken'),('O','and'),('O','independent'),('O','style'),('O','when'),('O','his'),('O','party'),('O','was'),('O','part'),('O','of'),('O','the'),('O','government'),('O','from'),('O','1994'),('O','.')]",0
"During the provincial elections of 1995 , his criticism of Dutch immigration policies made his party the largest of the country . O","[('O','During'),('O','the'),('O','provincial'),('O','elections'),('O','of'),('O','1995'),('O',','),('O','his'),('O','criticism'),('O','of'),('O','Dutch'),('O','immigration'),('O','policies'),('O','made'),('O','his'),('O','party'),('O','the'),('O','largest'),('O','of'),('O','the'),('O','country'),('O','.')]",0
"In 1996 , his political integrity came under heavy criticism , because it was revealed he had written a letter to the Minister of Health Els Borst , in which he asked her to help a pharmaceutical company , of which Bolkestein was member of the board of commissioners .","[('O','In'),('O','1996'),('O',','),('O','his'),('O','political'),('O','integrity'),('O','came'),('O','under'),('O','heavy'),('O','criticism'),('O',','),('O','because'),('O','it'),('O','was'),('O','revealed'),('O','he'),('O','had'),('O','written'),('O','a'),('O','letter'),('O','to'),('O','the'),('O','Minister'),('O','of'),('O','Health'),('O','Els'),('O','Borst'),('O',','),('O','in'),('O','which'),('O','he'),('O','asked'),('O','her'),('O','to'),('O','help'),('O','a'),('O','pharmaceutical'),('O','company'),('O',','),('O','of'),('O','which'),('O','Bolkestein'),('O','was'),('O','member'),('O','of'),('O','the'),('O','board'),('O','of'),('O','commissioners'),('O','.')]",0
"The incident was known as the "" Dear Els""-incident , because the letter was addressed to Borst personally .","[('O','The'),('O','incident'),('O','was'),('O','known'),('O','as'),('O','the'),('O','""'),('O','Dear'),('O','Els""-incident'),('O',','),('O','because'),('O','the'),('O','letter'),('O','was'),('O','addressed'),('O','to'),('O','Borst'),('O','personally'),('O','.')]",0
"He was president of the Liberal International , the world federation of liberal political parties .","[('O','He'),('O','was'),('O','president'),('O','of'),('O','the'),('O','Liberal'),('O','International'),('O',','),('O','the'),('O','world'),('O','federation'),('O','of'),('O','liberal'),('O','political'),('O','parties'),('O','.')]",0
"Since Autumn 2004 , he has been a professor at the Dutch universities of Leiden and Delft .","[('O','Since'),('O','Autumn'),('O','2004'),('O',','),('O','he'),('O','has'),('O','been'),('O','a'),('O','professor'),('O','at'),('O','the'),('O','Dutch'),('O','universities'),('O','of'),('O','Leiden'),('O','and'),('O','Delft'),('O','.')]",0
Former Irish finance minister Charlie McCreevy succeeded him as Commissioner for the Internal Market . O,"[('O','Former'),('O','Irish'),('O','finance'),('O','minister'),('O','Charlie'),('O','McCreevy'),('O','succeeded'),('O','him'),('O','as'),('O','Commissioner'),('O','for'),('O','the'),('O','Internal'),('O','Market'),('O','.')]",0
He authored a number of books on politics and related subjects .,"[('O','He'),('O','authored'),('O','a'),('O','number'),('O','of'),('O','books'),('O','on'),('O','politics'),('O','and'),('O','related'),('O','subjects'),('O','.')]",0
"Frits Bolkestein is married to Femke Boersma , a retired Dutch actress .","[('O','Frits'),('O','Bolkestein'),('O','is'),('O','married'),('O','to'),('B-SP','Femke'),('I-SP','Boersma'),('O',','),('O','a'),('O','retired'),('O','Dutch'),('O','actress'),('O','.')]",0
"In 2005 , his house in northern France had its electricity cut briefly by the local energy company after he criticized French protectionist measures against incoming electricians from Eastern Europe .","[('O','In'),('O','2005'),('O',','),('O','his'),('O','house'),('O','in'),('O','northern'),('O','France'),('O','had'),('O','its'),('O','electricity'),('O','cut'),('O','briefly'),('O','by'),('O','the'),('O','local'),('O','energy'),('O','company'),('O','after'),('O','he'),('O','criticized'),('O','French'),('O','protectionist'),('O','measures'),('O','against'),('O','incoming'),('O','electricians'),('O','from'),('O','Eastern'),('O','Europe'),('O','.')]",0
"Also , he is on the advisory board of OMFIF where he is regularly involved in meetings regarding the financial and monetary system .","[('O','Also'),('O',','),('O','he'),('O','is'),('O','on'),('O','the'),('O','advisory'),('O','board'),('O','of'),('O','OMFIF'),('O','where'),('O','he'),('O','is'),('O','regularly'),('O','involved'),('O','in'),('O','meetings'),('O','regarding'),('O','the'),('O','financial'),('O','and'),('O','monetary'),('O','system'),('O','.')]",0
"[ citation needed Named after Frits Bolkestein , the Directive on services in the internal market aims at enabling a company from a given member - state to recruit workers in other European Union countries using the law of its home country .","[('O','['),('O','citation'),('O','needed'),('O','Named'),('O','after'),('O','Frits'),('O','Bolkestein'),('O',','),('O','the'),('O','Directive'),('O','on'),('O','services'),('O','in'),('O','the'),('O','internal'),('O','market'),('O','aims'),('O','at'),('O','enabling'),('O','a'),('O','company'),('O','from'),('O','a'),('O','given'),('O','member'),('O','-'),('O','state'),('O','to'),('O','recruit'),('O','workers'),('O','in'),('O','other'),('O','European'),('O','Union'),('O','countries'),('O','using'),('O','the'),('O','law'),('O','of'),('O','its'),('O','home'),('O','country'),('O','.')]",0
